Artist;Genre
Chris Poland;Heavy Metal
Chuck Billy;Heavy Metal
Corrosion Of Conformity;Heavy Metal
Coven;Heavy Metal
Crematory;Heavy Metal
Crimson Glory;Heavy Metal
crystal viper;Heavy Metal
Danzig;Heavy Metal
Dark Age;Heavy Metal
Dark Tranquillity;Heavy Metal
Dave Mustaine;Heavy Metal
Death Angel;Heavy Metal
Dee Snider;Heavy Metal
Destruction;Heavy Metal
DevilDriver;Heavy Metal
Dez Fafara;Heavy Metal
Diamond Head;Heavy Metal
Die Apokalyptischen Reiter;Heavy Metal
Digger;Heavy Metal
Dio;Heavy Metal
Dio Disciples;Heavy Metal
Doro;Heavy Metal
Doug Pinnick;Heavy Metal
Down;Heavy Metal
Dragonland;Heavy Metal
Dreadful Shadows;Heavy Metal
Driver;Heavy Metal
Elias Soriano;Heavy Metal
Enemy Logic;Heavy Metal
Eric Bloom;Heavy Metal
F5;Heavy Metal
Fight;Heavy Metal
Finntroll;Heavy Metal
Flotsam And Jetsam;Heavy Metal
Fozzy;Heavy Metal
Freternia;Heavy Metal
Geoff Tate;Heavy Metal
Godsmack;Heavy Metal
Graham Bonnet;Heavy Metal
Grave Digger;Heavy Metal
Green Jellö;Heavy Metal
Grim Reaper;Heavy Metal
Grimey L;Heavy Metal
Gumbi;Heavy Metal
Halford;Heavy Metal
Harem Scarem;Heavy Metal
Hear 'N Aid;Heavy Metal
Hellacopters;Heavy Metal
Helloween;Heavy Metal
Hellyeah;Heavy Metal
Highlord;Heavy Metal
Holocaust;Heavy Metal
Host;Heavy Metal
Hypocrisy;Heavy Metal
Icarus Witch;Heavy Metal
ICS Vortex;Heavy Metal
Impellitteri;Heavy Metal
In Flames;Heavy Metal
Iommi;Heavy Metal
Iron Maiden;Heavy Metal
Iron Savior;Heavy Metal
Jeff Scott Soto;Heavy Metal
Johnny C&U2;Heavy Metal
Jon Oliva's Pain;Heavy Metal
Judas Priest;Heavy Metal
Killswitch Engage;Heavy Metal
King Diamond;Heavy Metal
Lajon Witherspoon;Heavy Metal
Lonnie Jordan;Heavy Metal
Manimal;Heavy Metal
Manowar;Heavy Metal
Marq Torien;Heavy Metal
Max Morton;Heavy Metal
Medieval Steel;Heavy Metal
Mercyful Fate;Heavy Metal
Metal Church;Heavy Metal
Motorhead;Heavy Metal
Motörhead;Heavy Metal
Motorjesus;Heavy Metal
Neaera;Heavy Metal
Newsted;Heavy Metal
Oni Logan;Heavy Metal
Ozzy Osbourne;Heavy Metal
Page Hamilton;Heavy Metal
Pamela Moore;Heavy Metal
Paragon;Heavy Metal
Paul Di'Anno;Heavy Metal
Perry Farrell & DVDA;Heavy Metal
Pist.On;Heavy Metal
Pist*On;Heavy Metal
Powergod;Heavy Metal
Praying Mantis;Heavy Metal
Primal Fear;Heavy Metal
Priya Panda;Heavy Metal
Quiet Riot;Heavy Metal
Rage;Heavy Metal
Rat Attack;Heavy Metal
Raven;Heavy Metal
Rebel Meets Rebel;Heavy Metal
Red Wine;Heavy Metal
Rob Halford;Heavy Metal
Saxon;Heavy Metal
Sepultura;Heavy Metal
Sinner;Heavy Metal
Sodom;Heavy Metal
Soilwork;Heavy Metal
Somnus;Heavy Metal
Steel Attack;Heavy Metal
Steel Dragon;Heavy Metal
Steve Grimmett;Heavy Metal
Sully Erna;Heavy Metal
SummerFlu (Henry Font);Heavy Metal
Sup;Heavy Metal
Sweet Savage;Heavy Metal
Tarot;Heavy Metal
Ten Masked Men;Heavy Metal
Testament;Heavy Metal
The Iron Maidens;Heavy Metal
The Jackals;Heavy Metal
The New Black;Heavy Metal
The Sword;Heavy Metal
The Widders;Heavy Metal
Therion;Heavy Metal
Tim "Ripper" Owens;Heavy Metal
Toxoplasma;Heavy Metal
Trauma;Heavy Metal
Tricky;Heavy Metal
Trivium;Heavy Metal
U.D.O.;Heavy Metal
Vhäldemar;Heavy Metal
Virgin Steele;Heavy Metal
Volbeat;Heavy Metal
Vyper;Heavy Metal
Warlock;Heavy Metal
White Wizzard;Heavy Metal
White Zombie;Heavy Metal
Widowmaker;Heavy Metal
Witchmaster;Heavy Metal
Yngwie J. Malmsteen;Heavy Metal
Your Demise;Heavy Metal
Zakk Wylde;Heavy Metal
2wo;Industrial Metal
Celldweller;Industrial Metal
Criss Angel;Industrial Metal
Deadstar Assembly;Industrial Metal
Deadsy;Industrial Metal
Device;Industrial Metal
Die Krupps;Industrial Metal
Dope;Industrial Metal
Fear Factory;Industrial Metal
Filter;Industrial Metal
Gravity Kills;Industrial Metal
Killing Joke;Industrial Metal
KMFDM;Industrial Metal
Laibach;Industrial Metal
Lollipop Lust Kill;Industrial Metal
Mindless Self Indulgence;Industrial Metal
Ministry;Industrial Metal
Ministry And Co-Conspirators;Industrial Metal
One-Way Mirror;Industrial Metal
Orbital;Industrial Metal
Orgy;Industrial Metal
Powerman 5000;Industrial Metal
Psychic TV;Industrial Metal
Puscifer;Industrial Metal
Rammstein;Industrial Metal
Raunchy;Industrial Metal
Rob Zombie;Industrial Metal
Snake River Conspiracy;Industrial Metal
Stabbing Westward;Industrial Metal
The Defiled;Industrial Metal
Torsten Rasch;Industrial Metal
Zeromancer;Industrial Metal
Hellsongs;Lounge Metal
Crazy Town;Nu-Metal
David Draiman;Nu-Metal
Deftones;Nu-Metal
Disturbed;Nu-Metal
Drowning Pool;Nu-Metal
Exilia;Nu-Metal
Factory 81;Nu-Metal
Hollywood Undead;Nu-Metal
Hybrid Theory [Pre-Linkin Park];Nu-Metal
Ill Niño;Nu-Metal
Kid Rock;Nu-Metal
Kittie;Nu-Metal
Korn;Nu-Metal
KoRn;Nu-Metal
Korn;Nu-Metal
Limp Bizkit;Nu-Metal
Linkin Park;Nu-Metal
Mudvayne;Nu-Metal
Mushroomhead;Nu-Metal
Nonpoint;Nu-Metal
P.O.D.;Nu-Metal
Papa Roach;Nu-Metal
Slipknot;Nu-Metal
Snot;Nu-Metal
Taproot;Nu-Metal
The Union Underground;Nu-Metal
Aina;Power Metal
Alestorm;Power Metal
Almah;Power Metal
Altaria;Power Metal
Angel Dust;Power Metal
Angra;Power Metal
Annihilator;Power Metal
Arcane (AUS);Power Metal
Astral Doors;Power Metal
At Vance;Power Metal
Athorn;Power Metal
Avantasia;Power Metal
Avatar (Pre-Savatage);Power Metal
Axxis;Power Metal
Ayreon;Power Metal
Beyond Fear;Power Metal
Blind Guardian;Power Metal
Brainstorm;Power Metal
Catch the Rainbow;Power Metal
Charred Walls Of The Damned;Power Metal
Chris Caffery;Power Metal
Circle II Circle;Power Metal
Crown of Thorns;Power Metal
Crystal Eyes;Power Metal
Dan Swanö / Peter Tägtgren;Power Metal
Dawn Of Destiny;Power Metal
Demons & Wizards;Power Metal
Destiny's End;Power Metal
Doctor Butcher;Power Metal
Domain;Power Metal
Dragonforce;Power Metal
DragonForce;Power Metal
Dream Evil;Power Metal
Eden's Curse;Power Metal
Edge Of Paradise;Power Metal
Edguy;Power Metal
Empires Of Eden;Power Metal
Enola Gay;Power Metal
Evergrey;Power Metal
Evil Masquerade;Power Metal
Falconer;Power Metal
Fates Warning;Power Metal
Firewind;Power Metal
Galloglass;Power Metal
Gamma Ray;Power Metal
Gods Of Fire;Power Metal
Gothic Knights;Power Metal
HammerFall;Power Metal
Heavenly;Power Metal
Herman Frank;Power Metal
Holy Mother;Power Metal
Hypersonic;Power Metal
Iced Earth;Power Metal
Infinity Overture;Power Metal
InnerWish;Power Metal
Innerwish;Power Metal
Insania;Power Metal
Intense;Power Metal
Iron Fire;Power Metal
Iron Mask;Power Metal
Jacobs Dream;Power Metal
Jag Panzer;Power Metal
Jorn;Power Metal
Kamelot;Power Metal
Kotipelto;Power Metal
Leverage;Power Metal
Machines Of Grace;Power Metal
Maegi;Power Metal
Magica;Power Metal
Mägo De Oz;Power Metal
Manticora;Power Metal
Masterplan;Power Metal
Metalium;Power Metal
Mob Rules;Power Metal
Mystic Prophecy;Power Metal
Nightmare;Power Metal
Nikolo Kotzev;Power Metal
Nocturnal Rites;Power Metal
Norther;Power Metal
Oliva;Power Metal
Pegazus;Power Metal
Perzonal War;Power Metal
Powerglove;Power Metal
Psycrence;Power Metal
Pyramaze;Power Metal
Raintime;Power Metal
RAM;Power Metal
Rebellion;Power Metal
Revolution Renaissance;Power Metal
Rhapsody Of Fire;Power Metal
Rob Rock;Power Metal
Ross The Boss;Power Metal
Royal Jester;Power Metal
Russell Allen;Power Metal
Russell Allen / Jørn Lande;Power Metal
Sabaton;Power Metal
Sanctuary;Power Metal
Savage Circus;Power Metal
Savatage;Power Metal
Serenity;Power Metal
Seven Witches;Power Metal
Sinergy;Power Metal
Solitude Aeturnus;Power Metal
Sonata Arctica;Power Metal
Sons Of Liberty;Power Metal
Sons of Liberty;Power Metal
Soulspell;Power Metal
Steel Prophet;Power Metal
StormWarrior;Power Metal
Stratovarius;Power Metal
Symphony X;Power Metal
Thunderstone;Power Metal
Timo Tolkki;Power Metal
Timo Tolkki's Avalon;Power Metal
Triosphere;Power Metal
Turisas;Power Metal
Unrest;Power Metal
Virtuocity;Power Metal
Warrel Dane;Power Metal
Winters Bane;Power Metal
Wolfpakk;Power Metal
Zonata;Power Metal
Abydos;Progressive Metal
Adagio;Progressive Metal
Age Of Nemesis;Progressive Metal
Amorphis;Progressive Metal
Andromeda;Progressive Metal
Andy Rowland & Ant Law;Progressive Metal
Anubis Gate;Progressive Metal
Arjen Anthony Lucassen;Progressive Metal
Ark;Progressive Metal
Artension;Progressive Metal
Between The Buried And Me;Progressive Metal
Beyond Twilight;Progressive Metal
Brian Wherry;Progressive Metal
Daisuke Kurosawa;Progressive Metal
Death;Progressive Metal
Derek Sherinian;Progressive Metal
Devin Townsend;Progressive Metal
Dream Theater;Progressive Metal
Eric Clemenzi;Progressive Metal
Eternity X;Progressive Metal
Green Carnation;Progressive Metal
Halcyon Way;Progressive Metal
Into Eternity;Progressive Metal
James LaBrie;Progressive Metal
Jeff Loomis;Progressive Metal
John Petrucci;Progressive Metal
John Petrucci & Jordan Rudess;Progressive Metal
Lana Lane;Progressive Metal
Linear Sphere Theater;Progressive Metal
Mastodon;Progressive Metal
Millenium;Progressive Metal
Mundanus Imperium;Progressive Metal
Nevermore;Progressive Metal
Opeth;Progressive Metal
Orphaned Land;Progressive Metal
Pain Of Salvation;Progressive Metal
Protest The Hero;Progressive Metal
Redemption;Progressive Metal
Richard Campbell;Progressive Metal
Royal Hunt;Progressive Metal
Section A;Progressive Metal
Seventh Wonder;Progressive Metal
Shadow Gallery;Progressive Metal
Spiral Architect;Progressive Metal
Stream of Passion;Progressive Metal
Tim Donahue;Progressive Metal
Transcendence;Progressive Metal
Týr;Progressive Metal
USM;Progressive Metal
Zero Hour;Progressive Metal
A Static Lullaby;Screamo
Devil Sold His Soul;Screamo
Motionless In White;Screamo
Rise To Remain;Screamo
Yashin;Screamo
Apocalyptica;Symphonic Metal
Apocalyptica ;Symphonic Metal
Dimmu Borgir;Symphonic Metal
Edenbridge;Symphonic Metal
Epica;Symphonic Metal
Haggard;Symphonic Metal
Nightwish;Symphonic Metal
Northern Kings;Symphonic Metal
Sahara Dust;Symphonic Metal
Tarja;Symphonic Metal
Trans-Siberian Orchestra;Symphonic Metal
Trillium;Symphonic Metal
True Symphonic Rockestra;Symphonic Metal
Van Helsing's Curse;Symphonic Metal
Within Temptation;Symphonic Metal
Acid Drinkers;Thrash Metal
Anthrax;Thrash Metal
Damageplan;Thrash Metal
Dead On;Thrash Metal
Evile;Thrash Metal
Exodus;Thrash Metal
Five Finger Death Punch;Thrash Metal
GWAR;Thrash Metal
Holochaust;Thrash Metal
James Hetfield;Thrash Metal
Joey Belladonna;Thrash Metal
John Bush;Thrash Metal
Kreator;Thrash Metal
Lich King;Thrash Metal
Machine Head;Thrash Metal
MD.45;Thrash Metal
Megadeth;Thrash Metal
Megadeth ;Thrash Metal
Nuclear Assault;Thrash Metal
Pantera;Thrash Metal
Prong;Thrash Metal
Risk;Thrash Metal
Sabbat;Thrash Metal
Savage Messiah;Thrash Metal
Scatterbrain;Thrash Metal
Shadows Fall;Thrash Metal
Slayer;Thrash Metal
Soulfly;Thrash Metal
Tankard;Thrash Metal
Vader;Thrash Metal
Warrant [German];Thrash Metal
Tomorrow's Eve;Progressive Metal
Jewel;Alternative Pop
Moby;Alternative Pop
Natalie Imbruglia;Alternative Pop
OMC;Alternative Pop
Sarah McLachlan;Alternative Pop
Savage Garden;Alternative Pop
The Cardigans;Alternative Pop
Avril Lavigne;Alternative Rock
Ace Of Base;Eurodance
Band Ohne Namen;Eurodance
Eiffel 65;Eurodance
Schnuffel;Eurodance
Shinehead;Eurodance
The Medic Droid;Eurodance
Gloria Estefan;Latin Pop
Los Lobos;Latin Pop
Ricky Martin;Latin Pop
Shakira;Latin Pop
Pat Boone;Lounge Rock
Enya;New Wave
A-Ha;New Wave
ABBA;New Wave
Baltimora;New Wave
Berlin;New Wave
Blondie;New Wave
Carl Douglas;New Wave
Cindy Lauper;New Wave
Cutting Crew;New Wave
Cyndi Lauper;New Wave
David Bowie;New Wave
Depeche Mode;New Wave
Dexys Midnight Runners;New Wave
Divinyls;New Wave
Duran Duran;New Wave
Eurythmics;New Wave
Falco;New Wave
Frankie Goes To Hollywood;New Wave
Hall & Oates;New Wave
Heaven 17;New Wave
Jon Schmidt;New Wave
Men At Work;New Wave
Mr. Mister;New Wave
Nena;New Wave
New Order;New Wave
Orchestral Manoeuvres In The Dark;New Wave
Pet Shop Boys;New Wave
Phil Collins;New Wave
Pretenders;New Wave
Real Life;New Wave
Richard O'Brien;New Wave
Rick Astley;New Wave
Right Said Fred;New Wave
Robert Palmer;New Wave
Roxette;New Wave
Scissor Sisters;New Wave
Soft Cell;New Wave
Soft Cell Vs. Club 69;New Wave
Starship;New Wave
Tangerine Dream;New Wave
Tears For Fears;New Wave
The Boyfriends;New Wave
The Cure;New Wave
The Outfield;New Wave
The Smiths;New Wave
Toni Basil;New Wave
Wall Of Voodoo;New Wave
Wham!;New Wave
All Saints;Pop Music
Aly & AJ;Pop Music
Bonnie Tyler;Pop Music
Britney Spears;Pop Music
Céline Dion;Pop Music
Cher;Pop Music
Demi Lovato;Pop Music
Donna Lewis;Pop Music
Elton John;Pop Music
Jennifer Lopez;Pop Music
Jo Li;Pop Music
Joe;Pop Music
Jon Bon Jovi;Pop Music
Juliana Stein;Pop Music
Katy Perry;Pop Music
Ke$ha;Pop Music
Kelly Clarkson;Pop Music
Madonna;Pop Music
Mariah Carey;Pop Music
Michael Jackson;Pop Music
Nancy Sinatra;Pop Music
NSYNC;Pop Music
Olivia Newton-John;Pop Music
P!nk;Pop Music
Paula Abdul;Pop Music
Sheryl Crow;Pop Music
Slim Thug;Pop Music
Spice Girls;Pop Music
The Bangles;Pop Music
Tiffany;Pop Music
U.S.A. For Africa;Pop Music
Vanessa Carlton;Pop Music
Waikiki Beach Bombers;Pop Music
William Shatner;Spoken Word
Acoustic Alchemy;Acoustic Rock
Disconnected;Acoustic Rock
Maiden United;Acoustic Rock
Nils Lofgren;Acoustic Rock
Pat DiNizio;Acoustic Rock
Rock Aid Armenia;Acoustic Rock
Tom Cochrane;Acoustic Rock
Tracy Chapman;Acoustic Rock
58;Alternative Rock
311;Alternative Rock
12 Stones;Alternative Rock
3 Doors Down;Alternative Rock
333 Boyz;Alternative Rock
4 Non Blondes;Alternative Rock
4gotten Morb;Alternative Rock
A Perfect Circle;Alternative Rock
Adelitas Way;Alternative Rock
Alanis Morissette;Alternative Rock
Alien Ant Farm;Alternative Rock
Alter Bridge;Alternative Rock
Ani DiFranco;Alternative Rock
Annie Lennox;Alternative Rock
Anouk & Sarah Bettens;Alternative Rock
Audioslave;Alternative Rock
Barenaked Ladies;Alternative Rock
Beck;Alternative Rock
Ben Folds Five;Alternative Rock
Better Than Ezra;Alternative Rock
Bif Naked;Alternative Rock
Bloodhound Gang;Alternative Rock
Blur;Alternative Rock
Bowling For Soup;Alternative Rock
Breaking Benjamin;Alternative Rock
Buckcherry;Alternative Rock
Butch Walker;Alternative Rock
Butthole Surfers;Alternative Rock
Cake;Alternative Rock
Caroline's Spine;Alternative Rock
Cavo;Alternative Rock
Chad Kroeger;Alternative Rock
Chad Kroeger Ft. Josey Scott;Alternative Rock
Chantal Kreviazuk;Alternative Rock
Chevelle;Alternative Rock
Chrissie;Alternative Rock
Chumbawamba;Alternative Rock
Cold;Alternative Rock
Coldplay;Alternative Rock
Collective Soul;Alternative Rock
Counting Crows;Alternative Rock
Cracker;Alternative Rock
Cranberries;Alternative Rock
Crash Test Dummies;Alternative Rock
Creed;Alternative Rock
Crossfade;Alternative Rock
Crumz Deep & Third Rate;Alternative Rock
Damien Blaise;Alternative Rock
Daughtry;Alternative Rock
Dave Grohl;Alternative Rock
Default;Alternative Rock
Des'ree;Alternative Rock
Devil Dudes;Alternative Rock
Dido;Alternative Rock
Digital Summer;Alternative Rock
Dishwalla;Alternative Rock
DJ Marijuana Weed;Alternative Rock
dj mdmHEY;Alternative Rock
Dynamite Hack;Alternative Rock
Econoline Crush;Alternative Rock
EMF;Alternative Rock
Evans Blue;Alternative Rock
Eve 6;Alternative Rock
Everclear;Alternative Rock
Extreme Animals;Alternative Rock
Fastball;Alternative Rock
Feeder;Alternative Rock
Finger Eleven;Alternative Rock
Five For Fighting;Alternative Rock
Flyleaf;Alternative Rock
Foo Fighters;Alternative Rock
Franky Perez;Alternative Rock
Fuel;Alternative Rock
Geoff Geis featuring Dalton Blanco;Alternative Rock
Giantkiller;Alternative Rock
Gigi Alien;Alternative Rock
Gin Blossoms;Alternative Rock
Goo Goo Dolls;Alternative Rock
Gorillaz;Alternative Rock
Gotye;Alternative Rock
Graveyard Train;Alternative Rock
Green Day;Alternative Rock
Guster;Alternative Rock
Hangnail;Alternative Rock
Hawk Eyes;Alternative Rock
Hinder;Alternative Rock
Hoobastank;Alternative Rock
Hootie & The Blowfish;Alternative Rock
Human Waste Project;Alternative Rock
I.E.;Alternative Rock
Ice Cube & Mack 10;Alternative Rock
Incubus;Alternative Rock
ISSUE;Alternative Rock
Jane's Addiction;Alternative Rock
Janus;Alternative Rock
Jars of Clay;Alternative Rock
Jars Of Clay;Alternative Rock
Jesus Jones;Alternative Rock
Jet;Alternative Rock
Jimmie's Chicken Shack;Alternative Rock
Joan Osborne;Alternative Rock
Josie And The Pussycats;Alternative Rock
Kelly Osbourne;Alternative Rock
Kings Of Leon;Alternative Rock
Kokomo;Alternative Rock
Large Talons;Alternative Rock
Leesha Harvey;Alternative Rock
Lennon Murphy;Alternative Rock
Lenny Kravitz;Alternative Rock
Lifehouse;Alternative Rock
Lit;Alternative Rock
Live;Alternative Rock
LostAlone;Alternative Rock
Lostprophets;Alternative Rock
Luscious Jackson;Alternative Rock
Mad Season;Alternative Rock
Marcy Playground;Alternative Rock
Marvelous 3;Alternative Rock
Matchbox Twenty;Alternative Rock
Matthew Good Band;Alternative Rock
Meredith Brooks;Alternative Rock
Miggs;Alternative Rock
Mighty Joe Plum;Alternative Rock
Miser;Alternative Rock
My Darkest Days;Alternative Rock
Myles Cooper;Alternative Rock
Natalie Merchant;Alternative Rock
Nickelback;Alternative Rock
Nine Days;Alternative Rock
Nirvana;Alternative Rock
No Doubt;Alternative Rock
Oasis;Alternative Rock
Okapi Akimbo;Alternative Rock
Oleander;Alternative Rock
Ossian Winningham and Linda Carpenter;Alternative Rock
Otep;Alternative Rock
Our Lady Peace;Alternative Rock
Placebo;Alternative Rock
Pop Evil;Alternative Rock
Primitive Radio Gods;Alternative Rock
Projected Twin;Alternative Rock
Puddle Of Mudd;Alternative Rock
Pushing Up Daisies;Alternative Rock
R.E.M.;Alternative Rock
Radio Shock;Alternative Rock
Radiohead;Alternative Rock
Rage Against The Machine;Alternative Rock
Red;Alternative Rock
Red Five;Alternative Rock
Red Hot Chili Peppers;Alternative Rock
Redlight King;Alternative Rock
Redline Chemistry;Alternative Rock
Robbie Williams;Alternative Rock
Ryan Adams;Alternative Rock
S.L. Hitchcox featuring C.N. Haynes;Alternative Rock
Saliva;Alternative Rock
Santana;Alternative Rock
Saving Abel;Alternative Rock
Scott Stapp;Alternative Rock
Scott Weiland;Alternative Rock
Sean Carnage;Alternative Rock
Seether;Alternative Rock
Semisonic;Alternative Rock
Seven Mary Three;Alternative Rock
Shaman's Harvest;Alternative Rock
Shawn Mullins;Alternative Rock
Shinedown;Alternative Rock
Sick Puppies;Alternative Rock
Simo Soo;Alternative Rock
Since October;Alternative Rock
Sinéad O'Connor;Alternative Rock
Sixpence None The Richer;Alternative Rock
Skillet;Alternative Rock
Slave To The System;Alternative Rock
Smash Mouth;Alternative Rock
Smith & Myers;Alternative Rock
Sophie Ellis Bextor;Alternative Rock
Soul Asylum;Alternative Rock
Spacehog;Alternative Rock
Sparklehorse;Alternative Rock
Spiderbait;Alternative Rock
Spin Doctors;Alternative Rock
Sponge;Alternative Rock
SR-71;Alternative Rock
Stab City;Alternative Rock
Staind;Alternative Rock
Stereo MCs;Alternative Rock
Stereoside;Alternative Rock
Steve Carell;Alternative Rock
Stone Temple Pilots;Alternative Rock
Sublime;Alternative Rock
Sugar Ray;Alternative Rock
Tantric;Alternative Rock
The Asteroids Galaxy Tour;Alternative Rock
The Black Mollys;Alternative Rock
The Cranberries;Alternative Rock
The Flaming Lips;Alternative Rock
The Flys;Alternative Rock
The Killers;Alternative Rock
The Mutton Birds;Alternative Rock
The Offspring;Alternative Rock
The Presidents Of The United States Of America;Alternative Rock
The Proclaimers;Alternative Rock
The Rembrandts;Alternative Rock
The Shining;Alternative Rock
The Smashing Pumpkins;Alternative Rock
The Stone Roses;Alternative Rock
The Veer Union;Alternative Rock
The Verve Pipe;Alternative Rock
The Wallflowers;Alternative Rock
Theory Of A Deadman;Alternative Rock
Third Eye Blind;Alternative Rock
Three Days Grace;Alternative Rock
Thug Entrancer;Alternative Rock
tik\\\tik;Alternative Rock
Time For Climate Justice;Alternative Rock
Toad The Wet Sprocket;Alternative Rock
Toadies;Alternative Rock
Tonic;Alternative Rock
Tori Amos;Alternative Rock
total dicks;Alternative Rock
Tracy Bonham;Alternative Rock
Train;Alternative Rock
Trapt;Alternative Rock
Treasure Mammal;Alternative Rock
Trick Pony;Alternative Rock
TRUSTcompany;Alternative Rock
U.P.O.;Alternative Rock
U2;Alternative Rock
UB40;Alternative Rock
Unbekannt;Alternative Rock
Uncle Kracker;Alternative Rock
V.A.S.T.;Alternative Rock
Vertical Horizon;Alternative Rock
Veruca Salt;Alternative Rock
Violent Femmes;Alternative Rock
Weezer;Alternative Rock
Wino & Conny Ochs;Alternative Rock
Wise Crack;Alternative Rock
Yanou Ft. Do;Alternative Rock
Young Guns;Alternative Rock
BB King;Blues Rock
Blues Traveler;Blues Rock
Brand New Sin;Blues Rock
Buddy Guy;Blues Rock
Edgar Winter [Feat. Slash];Blues Rock
George Thorogood;Blues Rock
Grace Potter & The Nocturnals;Blues Rock
Joey Ramone;Blues Rock
Kenny Wayne Shepherd;Blues Rock
Kenny Wayne Shepherd Band;Blues Rock
Michael Monroe;Blues Rock
Robben Ford;Blues Rock
Ronnie Wood;Blues Rock
Rory Gallagher;Blues Rock
Roy Buchanan;Blues Rock
Stevie Ray Vaughan;Blues Rock
Taking Dawn;Blues Rock
The Black Keys;Blues Rock
Tony Cardenas-Montana;Blues Rock
Virginmarys, The;Blues Rock
Alice Cooper;Classic Rock
America;Classic Rock
Bad Company;Classic Rock
Blue Öyster Cult;Classic Rock
Bob Dylan;Classic Rock
Bob Seger & The Silver Bullet Band;Classic Rock
Boston;Classic Rock
Bruce Springsteen;Classic Rock
Cheap Trick;Classic Rock
Cliff Richard;Classic Rock
Cream;Classic Rock
Creedence Clearwater Revival;Classic Rock
Deep Purple;Classic Rock
Dire Straits;Classic Rock
Don McLean;Classic Rock
Eagles;Classic Rock
Eddie Money;Classic Rock
Eric Clapton;Classic Rock
Foreigner;Classic Rock
Geddy Lee & Alex Lifeson;Classic Rock
George Harrison;Classic Rock
Grand Funk Railroad;Classic Rock
Gregg Allman;Classic Rock
Iron Butterfly;Classic Rock
Jimi Hendrix;Classic Rock
Joe Cocker;Classic Rock
Josh Homme;Classic Rock
Journey;Classic Rock
Justin Hayward;Classic Rock
Kansas;Classic Rock
Led Zeppelin;Classic Rock
Lynyrd Skynyrd;Classic Rock
Manfred Mann;Classic Rock
Manfred Mann's Earth Band;Classic Rock
Nazareth;Classic Rock
Neil Young;Classic Rock
Pat Benatar;Classic Rock
Paul McCartney;Classic Rock
Pink Floyd;Classic Rock
Queen;Classic Rock
Rainbow [Dio];Classic Rock
REO Speedwagon;Classic Rock
Rick Springfield;Classic Rock
Ringo Starr;Classic Rock
Robert Levon Been;Classic Rock
Robert Plant;Classic Rock
Rod Stewart;Classic Rock
Roger Daltrey;Classic Rock
Roger McGuinn;Classic Rock
Simon & Garfunkel;Classic Rock
Stevie Nicks;Classic Rock
Styx;Classic Rock
The Animals;Classic Rock
The Beatles;Classic Rock
The Doors;Classic Rock
The Guess Who;Classic Rock
The Jimi Hendrix Experience;Classic Rock
The Rolling Stones;Classic Rock
The Who;Classic Rock
Thin Lizzy;Classic Rock
Tina Turner;Classic Rock
Tom Petty And The Heartbreakers;Classic Rock
Zager & Evans;Classic Rock
ZZ Top;Classic Rock
Electric Elves [Dio];Doo-Wap
Elf [Dio];Doo-Wap
Ronnie and the Prophets [Dio];Doo-Wap
Ronnie And The Red Caps [Dio];Doo-Wap
Ronnie Dio And The Prophets [Dio];Doo-Wap
The Elves [Dio];Doo-Wap
The Dubliners;Folk Rock
Mediæval Bæbes;Folk Rock: Medieval
Fun Lovin' Criminals;Funk Rock
Jamiroquai;Funk Rock
Patrick & Eugene;Funk Rock
Suicidal Tendancies;Funk Rock
Suicidal Tendencies;Funk Rock
War;Funk Rock
Alex Skolnick Trio;Jazz-Fusion
Chick Corea Quartet;Fusion Rock
Alien Sex Fiend;Gothic Rock
Amy Lee;Gothic Rock
Evanescence;Gothic Rock
Gerard McMann;Gothic Rock
HIM;Gothic Rock
The Sisters Of Mercy;Gothic Rock
Voltaire;Gothic Rock
Alice In Chains;Grunge Rock
Alice in Chains;Grunge Rock
Alice In Chains;Grunge Rock
Blind Melon;Grunge Rock
Bush;Grunge Rock
Candlebox;Grunge Rock
Chris Cornell;Grunge Rock
Class Of '99;Grunge Rock
Days of The New;Grunge Rock
DoubleDrive;Grunge Rock
Downface;Grunge Rock
Hole;Grunge Rock
Jerry Cantrell;Grunge Rock
Local H;Grunge Rock
Lovemongers;Grunge Rock
Meat Puppets;Grunge Rock
Pearl Jam;Grunge Rock
Redbelly;Grunge Rock
Silverchair;Grunge Rock
Soundgarden;Grunge Rock
Spys4Darwin;Grunge Rock
Temple Of The Dog;Grunge Rock
The Nixons;Grunge Rock
Travis Meeks;Grunge Rock
36 Crazyfists;Hard Rock
AC/DC;Hard Rock
Aerosmith;Hard Rock
Aiden;Hard Rock
Alain Johannes;Hard Rock
Aldo Nova;Hard Rock
Alexisonfire;Hard Rock
Ali Tornado;Hard Rock
Alias;Hard Rock
Allyria;Hard Rock
Anberlin;Hard Rock
Andrew W.K.;Hard Rock
Angel City Outlaws;Hard Rock
Another Animal;Hard Rock
April Wine;Hard Rock
Arcade;Hard Rock
Asphalt Ballet;Hard Rock
Autograph;Hard Rock
Babylon A.D.;Hard Rock
Bad English;Hard Rock
Bang Tango;Hard Rock
Baton Rouge;Hard Rock
Big Bad Wolf;Hard Rock
Billy Gibbons;Hard Rock
Billy Idol;Hard Rock
Billy Klippert;Hard Rock
Billy Squier;Hard Rock
Black 'N Blue;Hard Rock
Black Spiders;Hard Rock
Black Stone Cherry;Hard Rock
Black Veil Brides;Hard Rock
Bob Catley;Hard Rock
Bon Jovi;Hard Rock
